ReturnID,OrderID,ReturnDate,ProductID,CustomerID,ReturnReason,RefundAmount,Resolution
701448,520253,2025-09-07,1002,21456,Late delivery,123.79,Replaced
701449,520287,2024-12-04,1027,22414,Damaged,90.51,Replaced
701450,520302,2023-09-20,1036,21625,Changed mind,86.38,Replaced
701451,520307,2025-11-21,1030,20040,Late delivery,171.44,Refunded
701452,520311,2025-07-16,1022,20204,Changed mind,74.51,Replaced
701453,520317,2025-05-27,1016,22491,Quality issue,296.42,Replaced
701454,520328,2023-03-25,1039,20373,Changed mind,349.26,Refunded
701455,520336,2025-05-27,1017,20391,Late delivery,195.71,Replaced
701456,520394,2025-06-30,1026,20640,Wrong item,607.36,Refunded
701457,520420,2024-06-15,1021,22070,Damaged,243.04,Refunded
701458,520428,2024-08-25,1015,20036,Damaged,433.68,Replaced
701459,520443,2025-03-02,1010,22040,Late delivery,246.52,Replaced
701460,520450,2024-01-03,1020,20557,Wrong item,327.44,Replaced
701461,520461,2024-10-14,1004,20387,Changed mind,284.4,Replaced
701462,520463,2024-02-25,1040,22416,Quality issue,127.16,Refunded
701463,520545,2024-07-18,1038,21177,Damaged,159.03,Replaced
701464,520557,2025-12-02,1026,20508,Changed mind,128.64,Refunded
701465,520568,2024-01-02,1038,21000,Wrong item,607.15,Refunded
701466,520570,2024-02-05,1040,20296,Changed mind,111.52,Refunded
701467,520573,2024-05-03,1005,21524,Late delivery,400.41,Replaced
701468,520578,2025-04-08,1004,20827,Late delivery,224.52,Refunded
701469,520582,2024-03-25,1032,20159,Wrong item,215.99,Refunded
701470,520596,2025-12-03,1007,21915,Changed mind,145.42,Replaced
701471,520634,2024-10-18,1039,20371,Quality issue,299.24,Refunded
701472,520637,2023-07-20,1007,22279,Late delivery,28.35,Replaced
701473,520650,2023-05-17,1033,21353,Changed mind,299.41,Refunded
701474,520667,2023-11-13,1024,21178,Quality issue,93.2,Refunded
701475,520681,2023-12-22,1033,22172,Changed mind,350.07,Replaced
701476,520686,2024-12-06,1011,20957,Late delivery,239.45,Replaced
701477,520693,2023-03-12,1039,22209,Changed mind,325.85,Replaced
701478,520704,2025-11-12,1018,21956,Damaged,686.35,Replaced
701479,520734,2023-05-29,1034,21601,Damaged,105.84,Replaced
701480,520736,2023-12-11,1010,22231,Damaged,957.07,Refunded
701481,520756,2025-05-10,1030,22234,Quality issue,61.39,Refunded
701482,520759,2023-11-30,1005,20011,Damaged,297.07,Refunded
701483,520764,2024-02-06,1032,21962,Late delivery,198.47,Replaced
701484,520775,2023-12-18,1034,20834,Late delivery,166.81,Replaced
701485,520785,2023-04-03,1019,21218,Late delivery,304.1,Refunded
701486,520790,2024-08-23,1029,21131,Late delivery,89.72,Replaced
701487,520796,2024-01-16,1022,21291,Late delivery,95.18,Refunded
701488,520800,2024-03-31,1026,21942,Late delivery,145.46,Replaced
701489,520858,2023-02-15,1001,22324,Damaged,406.13,Replaced
701490,520861,2025-12-10,1006,20018,Changed mind,81.9,Replaced
701491,520867,2023-03-30,1027,21357,Late delivery,243.54,Refunded
701492,520869,2024-09-10,1003,21444,Late delivery,429.09,Replaced
701493,520891,2023-09-22,1005,20450,Wrong item,140.16,Refunded
701494,520896,2023-10-08,1036,20639,Quality issue,171.16,Replaced
701495,520928,2025-04-14,1027,22435,Wrong item,367.48,Replaced
701496,520945,2023-09-06,1038,20439,Wrong item,231.16,Replaced
701497,520959,2023-03-13,1028,21413,Wrong item,245.14,Refunded
701498,520960,2024-02-23,1009,20766,Wrong item,188.23,Replaced
701499,520970,2023-01-22,1021,21141,Changed mind,855.77,Refunded
701500,520978,2024-02-05,1005,20718,Wrong item,141.18,Replaced
701501,520995,2024-12-15,1027,21041,Quality issue,236.4,Replaced
701502,521004,2023-05-21,1032,20392,Damaged,331.96,Refunded
701503,521005,2024-03-13,1038,20394,Changed mind,263.29,Refunded
701504,521014,2024-07-30,1029,21616,Wrong item,72.18,Refunded
701505,521016,2023-05-03,1033,21897,Quality issue,313.93,Refunded
701506,521040,2024-02-16,1025,21446,Wrong item,714.38,Refunded
701507,521047,2024-01-13,1040,20762,Wrong item,90.99,Refunded
701508,521049,2023-10-13,1033,21290,Changed mind,230.42,Refunded
701509,521055,2025-10-04,1034,21231,Damaged,84.25,Replaced
701510,521071,2023-06-25,1040,21666,Late delivery,92.02,Replaced
701511,521075,2025-07-28,1021,20483,Changed mind,219.79,Refunded
701512,521086,2024-01-13,1002,21466,Changed mind,104.34,Refunded
701513,521089,2024-02-22,1021,21071,Quality issue,232.88,Refunded
701514,521112,2023-02-18,1033,20220,Damaged,228.76,Replaced
701515,521126,2023-06-17,1039,21947,Changed mind,543.59,Refunded
701516,521135,2024-03-20,1024,22449,Changed mind,53.99,Replaced
701517,521155,2023-10-17,1034,21861,Late delivery,97.62,Replaced
701518,521159,2023-08-29,1021,20236,Late delivery,1037.99,Refunded
701519,521163,2025-02-07,1014,22481,Late delivery,40.63,Replaced
701520,521190,2025-03-26,1035,21250,Changed mind,118.85,Refunded
701521,521206,2025-10-15,1013,22066,Quality issue,321.11,Refunded
701522,521237,2024-11-28,1037,21870,Quality issue,368.4,Refunded
701523,521273,2023-08-27,1017,21139,Late delivery,616.74,Refunded
701524,521275,2024-09-12,1023,21947,Late delivery,96.28,Refunded
701525,521313,2025-11-20,1025,21948,Late delivery,408.95,Refunded
701526,521346,2024-10-23,1026,22364,Quality issue,156.98,Refunded
701527,521361,2023-03-24,1017,20310,Late delivery,146.47,Refunded
701528,521364,2025-01-12,1014,20297,Late delivery,109.08,Refunded
701529,521370,2025-07-12,1022,21141,Damaged,305.82,Replaced
701530,521373,2025-10-07,1038,22387,Quality issue,555.58,Refunded
701531,521380,2025-09-29,1030,22260,Quality issue,304.28,Refunded
701532,521408,2023-09-09,1034,20526,Late delivery,93.63,Refunded
701533,521418,2023-10-02,1009,21262,Damaged,237.7,Replaced
701534,521447,2024-08-31,1040,21097,Late delivery,244.34,Replaced
701535,521462,2025-12-11,1036,20052,Damaged,79.12,Replaced
701536,521479,2023-05-16,1016,20236,Wrong item,480.75,Replaced
701537,521491,2023-07-25,1039,20459,Wrong item,316.43,Refunded
701538,521493,2025-08-17,1026,21626,Damaged,124.77,Replaced
701539,521497,2023-03-14,1008,21246,Late delivery,526.47,Replaced
701540,521541,2023-02-03,1017,20488,Wrong item,388.56,Refunded
701541,521555,2024-04-27,1016,21681,Wrong item,681.32,Replaced
701542,521589,2023-06-20,1018,22186,Changed mind,282.13,Refunded
701543,521601,2023-05-10,1037,22413,Late delivery,1215.9,Refunded
701544,521607,2023-01-18,1034,20055,Quality issue,172.03,Refunded
701545,521621,2025-05-03,1005,20787,Wrong item,166.51,Refunded
701546,521634,2024-07-09,1026,22472,Late delivery,102.5,Refunded
701547,521641,2025-08-16,1022,21138,Damaged,221.65,Refunded
701548,521645,2023-08-02,1026,20131,Wrong item,118.38,Replaced
701549,521653,2025-03-06,1033,21237,Wrong item,262.15,Replaced
701550,521674,2023-10-18,1029,21397,Damaged,109.47,Replaced
701551,521676,2023-07-05,1010,20338,Damaged,258.93,Replaced
701552,521680,2024-05-16,1001,21354,Damaged,230.0,Refunded
701553,521698,2025-04-20,1031,21847,Late delivery,329.97,Replaced
701554,521705,2023-07-13,1028,20652,Quality issue,261.77,Replaced
701555,521734,2024-12-13,1013,21057,Late delivery,1016.89,Refunded
701556,521735,2024-12-08,1012,22113,Quality issue,288.57,Refunded
701557,521741,2024-11-11,1033,20354,Late delivery,304.66,Replaced
701558,521756,2024-09-23,1012,20925,Changed mind,631.26,Refunded
701559,521759,2025-01-26,1029,21901,Changed mind,314.61,Refunded
701560,521784,2025-07-15,1009,22407,Wrong item,206.18,Refunded
701561,521809,2024-01-13,1021,21888,Changed mind,269.72,Replaced
701562,521815,2025-05-30,1012,21167,Wrong item,109.78,Replaced
701563,521821,2023-02-05,1009,21934,Late delivery,201.33,Refunded
701564,521823,2025-10-20,1011,22231,Quality issue,201.6,Replaced
701565,521847,2023-06-19,1035,22445,Changed mind,136.37,Replaced
701566,521865,2024-02-03,1024,21780,Changed mind,100.07,Replaced
701567,521868,2025-05-29,1035,21751,Damaged,616.44,Refunded
701568,521926,2026-01-22,1029,20452,Damaged,91.6,Replaced
701569,521943,2023-04-16,1027,20298,Quality issue,109.83,Refunded
701570,521961,2025-11-07,1032,22479,Late delivery,185.28,Replaced
701571,521983,2024-01-07,1032,22444,Wrong item,686.06,Refunded
701572,522009,2024-11-27,1023,20717,Damaged,41.78,Replaced
701573,522015,2025-05-09,1039,20036,Late delivery,383.66,Refunded
701574,522029,2025-12-04,1019,20417,Late delivery,1288.34,Refunded
701575,522043,2025-04-25,1039,22342,Damaged,296.98,Replaced
701576,522079,2023-05-09,1023,20607,Late delivery,40.85,Replaced
701577,522086,2024-01-13,1036,22202,Changed mind,99.12,Refunded
701578,522110,2024-05-28,1012,20720,Quality issue,218.77,Replaced
701579,522134,2023-08-23,1019,22320,Changed mind,297.38,Refunded
701580,522142,2024-03-07,1001,20299,Damaged,198.13,Refunded
701581,522156,2023-05-17,1003,21901,Late delivery,227.01,Replaced
701582,522169,2023-12-24,1014,22343,Damaged,40.52,Replaced
701583,522172,2023-09-10,1026,20122,Damaged,141.36,Replaced
701584,522206,2025-05-29,1028,21835,Late delivery,203.0,Replaced
701585,522216,2025-07-05,1013,20849,Late delivery,642.75,Refunded
701586,522237,2023-04-30,1015,20959,Late delivery,347.22,Refunded
701587,522245,2024-10-10,1040,20448,Quality issue,85.32,Refunded
701588,522247,2024-09-03,1019,21742,Changed mind,299.75,Replaced
701589,522257,2024-09-12,1026,21640,Late delivery,676.39,Replaced
701590,522268,2024-02-20,1024,20710,Quality issue,82.58,Refunded
701591,522274,2024-09-02,1030,21781,Damaged,83.93,Replaced
701592,522280,2025-05-15,1030,20924,Changed mind,56.17,Replaced
701593,522290,2023-04-03,1003,20373,Late delivery,502.37,Refunded
701594,522291,2024-01-22,1027,20414,Changed mind,185.4,Refunded
701595,522293,2024-06-27,1037,21483,Late delivery,1081.19,Replaced
701596,522294,2024-02-22,1013,21164,Wrong item,295.05,Replaced
701597,522307,2024-05-14,1029,20773,Late delivery,79.08,Replaced
701598,522312,2023-10-10,1004,20971,Wrong item,276.73,Refunded
701599,522317,2023-04-06,1008,22170,Quality issue,254.18,Replaced
701600,522318,2023-09-06,1010,22468,Wrong item,542.57,Refunded
701601,522336,2025-10-18,1009,20120,Damaged,200.85,Refunded
701602,522369,2025-03-31,1035,21098,Quality issue,109.39,Replaced
701603,522396,2024-06-22,1009,20076,Damaged,95.92,Refunded
701604,522427,2025-07-07,1028,21690,Late delivery,164.61,Replaced
701605,522434,2024-09-08,1039,20439,Damaged,1781.36,Refunded
701606,522441,2025-01-22,1039,20578,Late delivery,662.6,Replaced
701607,522451,2023-03-22,1008,20796,Damaged,479.04,Replaced
701608,522457,2024-02-01,1031,21905,Wrong item,361.32,Replaced
701609,522470,2023-03-23,1003,21645,Changed mind,532.12,Refunded
701610,522533,2024-12-10,1021,21081,Damaged,741.9,Replaced
701611,522541,2024-12-04,1019,20445,Late delivery,795.65,Refunded
701612,522548,2025-06-10,1022,20358,Quality issue,82.34,Refunded
701613,522599,2025-03-06,1002,20088,Damaged,101.89,Replaced
701614,522618,2023-06-08,1016,22273,Late delivery,318.36,Refunded
701615,522648,2024-09-21,1009,20683,Late delivery,105.77,Refunded
701616,522656,2023-09-23,1015,21955,Damaged,311.52,Replaced
701617,522670,2026-01-09,1001,21663,Wrong item,560.71,Refunded
701618,522685,2023-08-05,1032,20873,Late delivery,445.84,Replaced
701619,522698,2023-10-18,1019,21325,Wrong item,311.53,Replaced
701620,522728,2023-11-09,1034,20720,Changed mind,189.42,Replaced
701621,522735,2023-05-03,1020,21392,Wrong item,1053.47,Replaced
701622,522738,2023-02-05,1013,22289,Late delivery,295.61,Refunded
701623,522756,2024-09-04,1001,22039,Changed mind,491.09,Refunded
701624,522765,2024-12-04,1019,20133,Late delivery,280.32,Replaced
701625,522780,2023-12-31,1022,20696,Damaged,172.84,Refunded
701626,522793,2025-11-06,1019,20574,Changed mind,282.84,Refunded
701627,522826,2024-06-18,1017,20901,Changed mind,360.18,Replaced
701628,522856,2024-04-21,1037,22344,Changed mind,301.42,Replaced
701629,522868,2025-04-16,1030,20174,Changed mind,145.13,Refunded
701630,522872,2023-08-05,1016,20115,Damaged,589.47,Replaced
701631,522878,2023-09-23,1013,21767,Late delivery,1530.34,Refunded
701632,522891,2023-03-19,1037,22001,Quality issue,289.47,Refunded
701633,522908,2023-01-28,1018,22340,Late delivery,269.48,Replaced
701634,522921,2025-03-04,1027,21849,Wrong item,421.33,Refunded
701635,522927,2024-05-21,1037,21349,Damaged,316.5,Replaced
701636,522930,2024-09-10,1018,21935,Wrong item,148.05,Refunded
701637,522963,2023-07-14,1018,20282,Late delivery,344.93,Replaced
701638,522991,2024-04-02,1010,20224,Late delivery,241.53,Refunded
701639,522993,2023-03-01,1030,21021,Quality issue,81.52,Refunded
701640,523003,2024-10-31,1013,20172,Wrong item,332.02,Replaced
701641,523028,2024-09-07,1020,20599,Wrong item,698.81,Replaced
701642,523031,2024-05-23,1036,22300,Quality issue,406.78,Replaced
701643,523044,2024-06-30,1016,22268,Changed mind,1162.28,Refunded
701644,523069,2023-07-01,1024,21657,Changed mind,136.64,Replaced
701645,523089,2023-03-12,1011,21174,Late delivery,258.05,Replaced
701646,523104,2023-11-12,1010,20880,Wrong item,575.18,Replaced
701647,523118,2024-11-15,1004,21407,Wrong item,276.65,Replaced
701648,523134,2025-10-14,1016,20242,Wrong item,245.62,Refunded
701649,523169,2025-12-02,1016,21887,Damaged,266.75,Refunded
701650,523187,2024-12-03,1019,22180,Damaged,747.57,Refunded
701651,523205,2023-06-28,1011,21187,Late delivery,247.12,Replaced
701652,523210,2024-07-21,1034,20877,Damaged,77.95,Refunded
701653,523243,2025-10-27,1027,20612,Damaged,95.76,Replaced
701654,523244,2025-09-11,1034,21469,Wrong item,102.81,Replaced
701655,523247,2024-07-22,1001,21627,Late delivery,767.56,Refunded
701656,523265,2024-08-19,1024,20556,Late delivery,58.36,Replaced
701657,523269,2023-08-29,1028,21856,Damaged,245.22,Replaced
701658,523271,2023-07-07,1034,22387,Quality issue,167.41,Refunded
701659,523321,2024-08-17,1032,21780,Quality issue,222.68,Replaced
701660,523344,2025-11-30,1017,21192,Late delivery,164.38,Refunded
701661,523348,2024-06-05,1029,20926,Damaged,137.43,Replaced
701662,523352,2024-07-16,1020,20848,Damaged,288.59,Replaced
701663,523358,2024-06-10,1032,22084,Quality issue,172.31,Replaced
701664,523367,2023-04-15,1016,21403,Quality issue,296.83,Replaced
701665,523377,2023-09-27,1023,20746,Damaged,50.63,Replaced
701666,523380,2024-03-06,1027,20366,Changed mind,90.09,Replaced
701667,523383,2024-05-21,1030,21077,Damaged,202.35,Replaced
701668,523386,2024-05-03,1018,20027,Quality issue,266.89,Refunded
701669,523405,2023-04-25,1026,20069,Changed mind,142.41,Replaced
701670,523415,2025-01-22,1040,20255,Quality issue,91.18,Refunded
701671,523439,2024-08-25,1003,21892,Late delivery,265.81,Refunded
701672,523476,2025-10-15,1012,20032,Quality issue,277.87,Replaced
701673,523500,2023-10-11,1026,20811,Wrong item,161.32,Replaced
701674,523505,2024-06-23,1006,20591,Wrong item,158.66,Replaced
701675,523521,2023-03-11,1035,20801,Changed mind,139.27,Refunded
701676,523523,2024-11-09,1013,21820,Late delivery,387.24,Refunded
701677,523539,2023-03-04,1005,21218,Quality issue,139.4,Refunded
701678,523592,2025-03-02,1035,21647,Damaged,136.02,Replaced
701679,523612,2024-09-01,1025,22293,Wrong item,255.05,Replaced
701680,523613,2023-07-01,1024,20751,Wrong item,123.89,Replaced
701681,523618,2025-07-28,1038,20904,Late delivery,224.81,Refunded
701682,523657,2025-03-12,1040,20708,Wrong item,245.48,Refunded
701683,523662,2024-11-19,1040,22151,Quality issue,257.5,Refunded
701684,523665,2023-04-23,1039,21400,Damaged,339.16,Replaced
701685,523666,2023-05-06,1006,21512,Wrong item,226.42,Replaced
701686,523681,2023-04-24,1005,22350,Late delivery,175.75,Refunded
701687,523690,2024-12-12,1012,20833,Changed mind,134.42,Refunded
701688,523695,2023-04-02,1013,22269,Wrong item,696.72,Refunded
701689,523722,2024-08-03,1035,21949,Quality issue,104.99,Replaced
701690,523728,2025-11-18,1017,21040,Wrong item,187.25,Replaced
701691,523747,2024-06-13,1023,21040,Late delivery,43.54,Refunded
701692,523777,2025-02-13,1025,20251,Damaged,516.7,Replaced
701693,523799,2023-02-04,1024,21751,Quality issue,118.5,Replaced
701694,523812,2023-06-07,1040,20659,Changed mind,112.08,Replaced
701695,523830,2025-02-24,1010,21187,Quality issue,673.82,Refunded
701696,523844,2024-03-27,1028,22493,Damaged,208.68,Refunded
701697,523859,2024-08-17,1001,20111,Damaged,228.96,Refunded
701698,523889,2025-02-25,1004,20350,Changed mind,277.96,Replaced
701699,523914,2023-04-28,1024,20269,Wrong item,115.68,Refunded
701700,523916,2024-01-23,1037,21633,Quality issue,1315.61,Refunded
701701,523920,2025-11-07,1019,22400,Late delivery,252.01,Replaced
701702,523925,2023-03-03,1002,20984,Damaged,108.88,Refunded
701703,523948,2025-06-07,1003,22189,Quality issue,234.01,Replaced
701704,523988,2025-02-04,1004,20792,Late delivery,751.7,Replaced
701705,524051,2024-03-13,1030,21132,Quality issue,156.47,Replaced
701706,524053,2024-06-05,1007,22000,Changed mind,21.49,Replaced
701707,524087,2024-01-21,1007,21100,Quality issue,126.72,Replaced
701708,524088,2025-12-08,1030,21163,Changed mind,237.09,Replaced
701709,524096,2024-07-04,1021,20195,Late delivery,906.83,Refunded
701710,524100,2024-05-08,1017,22339,Quality issue,174.47,Replaced
701711,524103,2025-10-20,1033,22412,Wrong item,940.94,Refunded
701712,524130,2025-02-14,1029,21034,Wrong item,69.99,Refunded
701713,524163,2025-10-29,1020,21518,Wrong item,595.45,Refunded
701714,524178,2023-01-21,1018,22125,Damaged,158.78,Refunded
701715,524189,2023-09-11,1028,21270,Late delivery,228.42,Refunded
701716,524210,2024-01-30,1017,20250,Changed mind,402.78,Refunded
701717,524218,2024-07-08,1008,20919,Damaged,668.08,Refunded
701718,524221,2023-08-10,1003,21547,Changed mind,235.89,Refunded
701719,524228,2023-09-30,1026,21253,Quality issue,149.1,Replaced
701720,524236,2024-10-18,1004,22166,Quality issue,297.14,Refunded
701721,524241,2025-12-13,1005,22442,Damaged,170.06,Replaced
701722,524264,2023-04-14,1001,21830,Changed mind,218.1,Replaced
701723,524274,2025-11-21,1018,20826,Damaged,275.58,Replaced
701724,524353,2024-12-09,1038,20139,Quality issue,268.97,Refunded
701725,524378,2024-12-19,1024,21271,Late delivery,62.71,Refunded
701726,524404,2023-06-21,1030,21016,Wrong item,82.99,Replaced
701727,524416,2024-11-11,1020,22248,Damaged,256.45,Refunded
701728,524465,2025-01-08,1016,20257,Quality issue,316.4,Replaced
701729,524470,2024-11-16,1035,20002,Quality issue,99.68,Replaced
701730,524485,2023-06-20,1011,20599,Damaged,1158.56,Replaced
701731,524491,2023-07-16,1029,20607,Changed mind,327.06,Refunded
701732,524494,2024-07-20,1008,22036,Changed mind,198.23,Refunded
701733,524543,2025-10-27,1021,22405,Late delivery,214.35,Replaced
701734,524544,2023-11-08,1009,20847,Late delivery,90.5,Replaced
701735,524559,2024-12-09,1017,20255,Late delivery,221.74,Refunded
701736,524562,2024-10-11,1029,21132,Damaged,235.03,Refunded
701737,524569,2023-08-23,1013,21487,Quality issue,1195.83,Replaced
701738,524574,2024-08-30,1038,21253,Quality issue,194.66,Replaced
701739,524586,2024-11-06,1017,21198,Damaged,184.77,Replaced
701740,524600,2024-12-24,1023,20070,Damaged,34.02,Replaced
701741,524618,2023-08-27,1010,20942,Wrong item,254.15,Replaced
701742,524620,2023-12-03,1040,21765,Damaged,206.72,Refunded
701743,524634,2024-02-27,1012,22002,Late delivery,123.69,Refunded
701744,524658,2025-08-27,1002,22455,Late delivery,216.52,Replaced
701745,524699,2023-06-01,1032,20711,Late delivery,427.3,Refunded
701746,524734,2025-02-27,1039,20457,Late delivery,331.27,Replaced
701747,524763,2025-11-04,1031,22331,Late delivery,381.35,Refunded
701748,524779,2023-08-09,1010,22305,Quality issue,241.55,Refunded
701749,524806,2023-08-29,1040,21997,Damaged,452.68,Refunded
701750,524855,2025-11-28,1020,20365,Quality issue,318.46,Replaced
701751,524860,2024-04-16,1011,21728,Wrong item,988.91,Replaced
701752,524872,2023-07-19,1013,20460,Damaged,918.11,Refunded
701753,524909,2024-05-06,1006,21887,Late delivery,78.39,Replaced
701754,524916,2024-02-05,1011,21172,Late delivery,275.95,Refunded
701755,524924,2025-09-20,1009,21629,Late delivery,159.44,Refunded
701756,524925,2024-05-21,1026,21685,Quality issue,308.57,Replaced
701757,524929,2024-09-14,1034,21557,Changed mind,89.79,Replaced
701758,524953,2024-05-24,1016,20642,Late delivery,1161.16,Refunded
701759,524955,2024-02-24,1003,20499,Damaged,494.98,Refunded
701760,525008,2023-10-29,1037,22274,Changed mind,654.28,Replaced
701761,525023,2023-07-20,1029,22438,Quality issue,80.52,Replaced
701762,525049,2023-02-17,1028,22290,Quality issue,966.43,Replaced
701763,525051,2023-05-07,1036,21884,Wrong item,168.24,Refunded
701764,525054,2024-02-19,1025,20642,Changed mind,268.01,Refunded
701765,525057,2024-09-20,1025,21953,Changed mind,527.95,Replaced
701766,525064,2025-08-30,1004,20350,Changed mind,291.98,Replaced
701767,525074,2024-10-19,1022,21578,Quality issue,94.19,Refunded
701768,525078,2025-09-04,1010,20243,Late delivery,505.6,Replaced
701769,525086,2025-02-18,1009,20236,Changed mind,88.07,Refunded
701770,525121,2023-02-12,1005,20959,Changed mind,162.15,Replaced
701771,525153,2023-06-20,1027,20523,Damaged,77.31,Replaced
701772,525159,2023-10-25,1022,21865,Late delivery,279.88,Replaced
701773,525165,2023-07-23,1019,20446,Quality issue,253.84,Replaced
701774,525202,2024-04-03,1008,20211,Changed mind,185.13,Refunded
701775,525205,2024-10-14,1016,21378,Damaged,667.31,Replaced
701776,525237,2023-10-07,1010,21708,Damaged,610.89,Replaced
701777,525255,2025-06-09,1036,21518,Late delivery,196.83,Refunded
701778,525281,2023-07-08,1017,21435,Damaged,467.11,Replaced
701779,525284,2023-02-17,1010,20468,Wrong item,998.23,Replaced
701780,525319,2024-05-21,1040,20453,Wrong item,106.45,Refunded
701781,525329,2024-03-02,1025,20522,Changed mind,243.5,Refunded
701782,525334,2024-10-02,1025,21975,Wrong item,185.08,Refunded
701783,525359,2025-12-24,1025,21438,Quality issue,755.39,Refunded
701784,525368,2023-04-05,1003,22016,Wrong item,299.82,Refunded
701785,525374,2025-11-30,1015,22287,Changed mind,1499.76,Replaced
701786,525468,2024-03-18,1039,20895,Late delivery,280.1,Replaced
701787,525486,2024-06-08,1033,22077,Damaged,529.97,Refunded
701788,525492,2025-03-19,1030,22299,Quality issue,127.83,Refunded
701789,525499,2024-05-21,1039,20471,Quality issue,289.82,Replaced
701790,525503,2024-03-08,1022,22179,Quality issue,165.75,Replaced
701791,525537,2024-05-28,1017,20492,Damaged,221.65,Replaced
701792,525544,2024-06-16,1019,21091,Quality issue,902.72,Replaced
701793,525563,2023-03-11,1039,22160,Quality issue,1258.59,Refunded
701794,525585,2024-04-09,1013,22037,Late delivery,596.47,Refunded
701795,525590,2024-04-17,1004,22448,Changed mind,321.88,Replaced
701796,525598,2023-03-14,1020,21625,Late delivery,329.45,Replaced
701797,525616,2023-04-11,1007,21643,Changed mind,32.17,Refunded
701798,525641,2023-10-19,1022,22155,Quality issue,88.19,Replaced
701799,525654,2025-08-18,1025,22028,Quality issue,234.41,Refunded
701800,525665,2023-07-08,1025,20143,Late delivery,573.4,Replaced
701801,525666,2023-07-03,1005,20481,Quality issue,146.84,Refunded
701802,525668,2025-09-03,1009,21623,Quality issue,81.18,Replaced
701803,525673,2024-08-04,1003,22437,Late delivery,273.4,Replaced
701804,525721,2024-05-02,1021,22335,Changed mind,722.69,Replaced
701805,525741,2024-10-10,1014,21831,Damaged,91.2,Replaced
701806,525757,2023-12-10,1025,20195,Quality issue,605.92,Replaced
701807,525807,2024-11-06,1007,20487,Late delivery,120.61,Refunded
701808,525816,2023-05-19,1036,20445,Late delivery,84.82,Refunded
701809,525836,2023-10-12,1033,22335,Damaged,260.14,Refunded
701810,525837,2025-08-04,1026,22147,Changed mind,148.62,Replaced
701811,525842,2024-11-29,1039,20973,Quality issue,941.01,Refunded
701812,525853,2023-01-23,1027,20150,Wrong item,99.05,Replaced
701813,525868,2023-08-15,1038,21628,Damaged,238.33,Refunded
701814,525881,2024-12-18,1004,20691,Quality issue,363.01,Replaced
701815,525883,2024-05-26,1029,22119,Changed mind,61.17,Replaced
701816,525893,2024-10-07,1008,22235,Late delivery,415.46,Refunded
701817,525898,2025-04-10,1024,20217,Wrong item,52.56,Refunded
701818,525915,2025-06-15,1026,20068,Wrong item,134.08,Refunded
701819,525926,2025-02-05,1029,22024,Damaged,74.14,Replaced
701820,525941,2025-03-08,1002,21115,Quality issue,339.77,Replaced
701821,525953,2024-08-31,1025,21923,Damaged,184.11,Replaced
701822,525962,2023-01-17,1028,20159,Changed mind,212.06,Refunded
701823,525967,2025-07-15,1017,20760,Quality issue,146.49,Refunded
701824,526010,2023-10-31,1010,22152,Quality issue,212.63,Replaced
701825,526056,2025-05-25,1015,20396,Damaged,338.71,Refunded
701826,526079,2023-07-24,1012,21241,Quality issue,114.11,Replaced
701827,526106,2023-09-27,1010,21361,Quality issue,322.19,Refunded
701828,526127,2025-04-09,1032,20361,Damaged,354.98,Replaced
701829,526130,2024-02-24,1005,20382,Late delivery,244.55,Replaced
701830,526141,2023-09-04,1007,21237,Quality issue,27.47,Replaced
701831,526161,2025-11-29,1027,21181,Late delivery,116.7,Replaced
701832,526162,2024-10-15,1001,21083,Damaged,203.33,Replaced
701833,526163,2024-09-15,1010,21787,Wrong item,267.09,Replaced
701834,526170,2023-01-24,1029,22149,Changed mind,413.93,Refunded
701835,526176,2024-06-26,1037,21099,Changed mind,259.77,Replaced
701836,526194,2023-11-02,1006,21119,Changed mind,69.8,Refunded
701837,526223,2023-06-26,1025,20871,Wrong item,195.58,Refunded
701838,526265,2025-02-21,1021,21143,Quality issue,218.46,Refunded
701839,526274,2025-03-24,1040,22472,Late delivery,83.36,Refunded
701840,526323,2025-05-20,1023,20647,Quality issue,142.01,Replaced
701841,526348,2023-02-13,1009,21481,Changed mind,314.21,Replaced
701842,526375,2024-07-15,1028,20477,Wrong item,267.04,Refunded
701843,526379,2024-05-09,1004,21275,Changed mind,487.79,Replaced
701844,526393,2024-09-28,1034,21554,Damaged,278.79,Refunded
701845,526401,2025-09-25,1006,20677,Damaged,87.97,Refunded
701846,526412,2025-05-25,1026,21682,Changed mind,156.59,Refunded
701847,526427,2023-04-05,1029,21286,Late delivery,62.27,Refunded
701848,526443,2026-01-12,1040,21808,Changed mind,122.16,Replaced
701849,526464,2023-11-13,1037,21359,Late delivery,309.51,Replaced
701850,526466,2023-02-15,1012,21798,Late delivery,286.29,Replaced
701851,526477,2025-01-17,1009,21594,Wrong item,271.74,Refunded
701852,526479,2024-09-29,1030,21334,Wrong item,56.56,Replaced
701853,526491,2023-06-01,1014,21146,Quality issue,49.29,Replaced
701854,526493,2023-04-08,1034,22102,Damaged,82.93,Refunded
701855,526496,2023-08-31,1035,21407,Changed mind,357.22,Replaced
701856,526518,2023-10-30,1013,20843,Wrong item,1630.14,Replaced
701857,526551,2024-03-16,1010,20577,Quality issue,277.09,Replaced
701858,526565,2024-04-05,1005,21799,Changed mind,384.61,Replaced
701859,526572,2023-07-03,1016,21207,Damaged,235.93,Replaced
